LOCATION,TIME,Value
HKG,1991,113890.945
HKG,1992,123749.232
HKG,1993,134536.764
HKG,1994,145703.797
HKG,1995,152290.183
HKG,1996,161682.748
HKG,1997,172858.26
HKG,1998,164520.548
HKG,1999,171079.348
HKG,2000,188307.603
HKG,2001,193517.104
HKG,2002,199834.686
HKG,2003,209766.849
HKG,2004,234155.559
HKG,2005,259288.236
HKG,2006,285921.258
HKG,2007,312582.464
HKG,2008,325443.454
MDG,2007,30541.742
MDG,2008,33333.025
MAR,2007,174476.004
MAR,2008,188405.513
SGP,1990,72681.214
SGP,1991,80164.774
SGP,1992,87435.625
SGP,1993,99767.321
SGP,1994,113205.942
SGP,1995,123902.549
SGP,1996,135597.888
SGP,1997,149412.165
SGP,1998,147776.825
SGP,1999,158491.309
SGP,2000,176680.943
SGP,2001,178625.969
SGP,2002,188554.642
SGP,2003,200767.583
SGP,2004,226417.853
SGP,2005,250651.828
SGP,2006,281491.798
SGP,2007,315132.192
SGP,2008,327263.784
EU27_2020,1995,8816862.047
EU27_2020,1996,9232618.758
EU27_2020,1997,9485978.844
EU27_2020,1998,9891572.651
EU27_2020,1999,10337167.99
EU27_2020,2000,10946651.81
EU27_2020,2001,11464587.98
EU27_2020,2002,11877744.85
EU27_2020,2003,12195829.36
EU27_2020,2004,12752204.9
EU27_2020,2005,13298671.42
EU27_2020,2006,14065858.9
EU27_2020,2007,14936987.12
EU27_2020,2008,15417019.8
